"","date","time_rel_sunrise","ID","UST","does_it_match","Lat","Lon"
"208","20220513",6.93695928200032,"DgTbO","25",0,17.980532,-67.164935
"209","20220513",20.7821958640016,"DgTbO","25",0,17.980532,-67.164935
"210","20220513",32.1180304090012,"DgTbO","25",0,17.980532,-67.164935
"211","20220513",45.553747987,"DgTbO","25",0,17.980532,-67.164935
"212","20220513",61.5075143380018,"DgTbO","25",0,17.980532,-67.164935
"213","20220513",76.2066320010017,"DgTbO","25",0,17.980532,-67.164935
"214","20220513",103.017060483002,"DgTbO","25",0,17.980532,-67.164935
"215","20220513",120.861632621003,"DgTbO","25",0,17.980471,-67.164934
"216","20220513",161.835313912001,"DgTbO","25",0,17.980471,-67.164934
"217","20220513",340.150337295003,"DgTbO","25",0,17.980471,-67.164934
"218","20220513",355.032432147,"DgTbO","25",0,17.980471,-67.164934
"219","20220513",371.635375982001,"DgTbO","25",0,17.980471,-67.164934
"220","20220513",389.924336002001,"DgTbO","25",0,17.980471,-67.164934
"221","20220513",405.285666761003,"DgTbO","25",0,17.980471,-67.164934
"222","20220513",427.016312848002,"DgTbO","25",0,17.980471,-67.164934
"223","20220513",446.742929768003,"DgTbO","25",0,17.980471,-67.164934
"224","20220513",486.004474474001,"DgTbO","25",0,17.980471,-67.164934
"225","20220513",510.924146375,"DgTbO","25",0,17.980471,-67.164934
"226","20220513",534.310299325003,"DgTbO","25",0,17.980471,-67.164934
"227","20220513",550.725911536003,"DgTbO","25",0,17.980471,-67.164934
"228","20220513",570.504807478002,"DgTbO","25",0,17.980471,-67.164934
"229","20220513",595.372194868003,"DgTbO","25",0,17.980471,-67.164934
"230","20220513",614.619587422003,"DgTbO","25",0,17.980471,-67.164934
"231","20220513",632.982592532,"DgTbO","25",0,NA,NA
"232","20220513",657.213918491001,"DgTbO","25",0,17.980471,-67.164934
"233","20220513",681.680507007,"DgTbO","25",0,17.980471,-67.164934
"234","20220513",703.750794386,"DgTbO","31",1,17.980471,-67.164934
"235","20220513",726.866574543001,"DgTbO","25",0,17.980471,-67.164934
"236","20220513",747.081564098004,"DgTbO","25",0,17.980471,-67.164934
"237","20220514",-2360.81291278,"DgTbO","33",0,17.980471,-67.164934
"238","20220514",-2349.961535667,"DgTbO","1",0,17.980471,-67.164934
"239","20220514",-2323.222402748,"DgTbO","11",0,17.980471,-67.164934
"240","20220514",-2305.866113617,"DgTbO","12",0,17.980471,-67.164934
"241","20220514",-2293.615194679,"DgTbO","4",0,17.980471,-67.164934
"242","20220514",-2277.20507467,"DgTbO","32",0,17.980471,-67.164934
"243","20220514",-2268.600849221,"DgTbO","11",0,17.980471,-67.164934
"244","20220514",-2260.903371758,"DgTbO","8",0,17.980471,-67.164934
"245","20220514",-2250.130842072,"DgTbO","33",0,17.980471,-67.164934
"246","20220514",-2226.890563717,"DgTbO","33",0,17.980471,-67.164934
"247","20220514",-2215.142297817,"DgTbO","20",0,17.980471,-67.164934
"248","20220514",-2205.069539044,"DgTbO","153",0,17.980471,-67.164934
"249","20220514",-2188.353885257,"DgTbO","33",0,17.980471,-67.164934
"250","20220514",-2172.535120256,"DgTbO","7",0,17.980471,-67.164934
"251","20220514",-2159.889964876,"DgTbO","1",0,17.980471,-67.164934
"252","20220514",-2149.225850402,"DgTbO","1",0,17.980471,-67.164934
"253","20220514",-2138.660295905,"DgTbO","153",0,17.980471,-67.164934
"254","20220514",-2128.735369848,"DgTbO","33",0,17.980471,-67.164934
"255","20220514",-2121.185728732,"DgTbO","7",0,17.980471,-67.164934
"256","20220514",-2112.699774423,"DgTbO","1",0,17.980471,-67.164934
"257","20220514",-2103.622465106,"DgTbO","20",0,17.980471,-67.164934
"258","20220514",-2097.482221745,"DgTbO","8",1,17.980471,-67.164934
"259","20220514",-2088.720301442,"DgTbO","11",0,17.980471,-67.164934
"260","20220514",-2080.45117825,"DgTbO","32",0,17.980471,-67.164934
"261","20220514",-2072.32989329,"DgTbO","33",0,17.980471,-67.164934
"262","20220514",-2064.159328688,"DgTbO","12",0,17.980471,-67.164934
"263","20220514",-2057.546001458,"DgTbO","11",0,17.980471,-67.164934
"264","20220514",-2049.454284284,"DgTbO","32",0,17.980471,-67.164934
"265","20220514",-2042.801532648,"DgTbO","8",1,17.980471,-67.164934
"266","20220514",-2034.345146817,"DgTbO","4",0,17.980471,-67.164934
"267","20220514",-2028.017640816,"DgTbO","12",0,17.980471,-67.164934
"268","20220514",-2020.527135271,"DgTbO","7",0,17.980471,-67.164934
"269","20220514",-2013.66740914,"DgTbO","11",0,17.980471,-67.164934
"270","20220514",-2006.265607642,"DgTbO","33",0,17.980471,-67.164934
"271","20220514",-1999.839542358,"DgTbO","32",0,17.980471,-67.164934
"272","20220514",-1993.472612645,"DgTbO","8",0,17.980471,-67.164934
"273","20220514",-1987.553755789,"DgTbO","7",0,17.980471,-67.164934
"274","20220514",-1979.398347654,"DgTbO","1",0,17.980471,-67.164934
"275","20220514",-1972.991994227,"DgTbO","7",0,17.980471,-67.164934
"276","20220514",-1965.996684761,"DgTbO","20",0,17.980471,-67.164934
"277","20220514",-1954.748671545,"DgTbO","1",0,17.980471,-67.164934
"278","20220514",-1947.770674274,"DgTbO","33",0,17.980471,-67.164934
"279","20220514",-1942.527320392,"DgTbO","153",0,17.980471,-67.164934
"280","20220514",-1933.627417785,"DgTbO","12",0,17.980471,-67.164934
"281","20220514",-1923.682786081,"DgTbO","7",0,17.980471,-67.164934
"282","20220514",-1916.211992392,"DgTbO","33",0,17.980471,-67.164934
"283","20220514",-1905.291624474,"DgTbO","1",0,17.980471,-67.164934
"284","20220514",-1896.362153389,"DgTbO","33",0,17.980471,-67.164934
"285","20220514",-1891.404621429,"DgTbO","20",0,17.980471,-67.164934
"286","20220514",-1882.485006966,"DgTbO","7",0,17.980471,-67.164934
"287","20220514",-1875.901235187,"DgTbO","10",1,17.980471,-67.164934
"288","20220514",-1868.844390489,"DgTbO","8",1,17.980471,-67.164934
"289","20220514",-1862.50702856,"DgTbO","7",0,17.980471,-67.164934
"290","20220514",-1856.120387682,"DgTbO","8",0,17.980471,-67.164934
"291","20220514",-1849.053687056,"DgTbO","33",0,17.980471,-67.164934
"292","20220514",-1842.627621772,"DgTbO","11",0,17.980471,-67.164934
"293","20220514",-1835.649624501,"DgTbO","33",0,17.980471,-67.164934
"294","20220514",-1828.573068638,"DgTbO","32",0,17.980471,-67.164934
"295","20220514",-1820.432071822,"DgTbO","10",1,17.980471,-67.164934
"296","20220514",-1813.611769404,"DgTbO","20",0,17.980471,-67.164934
"297","20220514",-1808.506398519,"DgTbO","7",0,17.980471,-67.164934
"298","20220514",-1802.445003277,"DgTbO","10",1,17.980471,-67.164934
