date,ID,time_rel_sunrise,UST
2022-05-13,RRO,-1499.232229,97
2022-05-13,TbTbLg,-1498.365724,22
2022-05-13,YKY,-1495.685535,10
2022-05-13,DgTbO,-1492.033296,153
2022-05-13,TbTbLg,-1490.870279,16
2022-05-13,YKY,-1488.860571,21
2022-05-13,DgTbO,-1485.359008,33
2022-05-13,TbTbLg,-1483.273666,10
2022-05-13,YKY,-1482.672875,10
2022-05-13,DgTbO,-1477.447449,10
2022-05-13,YKY,-1476.338301,17
2022-05-13,RRO,-1475.007433,12
2022-05-13,TbTbLg,-1474.975774,8
2022-05-13,YKY,-1470.171998,166
2022-05-13,DgTbO,-1469.535891,7
2022-05-13,TbTbLg,-1467.76533,9
2022-05-13,DgTbO,-1462.879029,20
2022-05-13,YKY,-1462.473113,9
2022-05-13,TbTbLg,-1460.21872,60
2022-05-13,YKY,-1457.315396,166
2022-05-13,DgTbO,-1456.431283,33
2022-05-13,TbTbLg,-1452.080433,9
2022-05-13,YKY,-1449.902612,9
2022-05-13,DgTbO,-1448.998949,8
2022-05-13,TbTbLg,-1444.877561,3
2022-05-13,YKY,-1443.706874,8
2022-05-13,DgTbO,-1441.540476,33
2022-05-13,YKY,-1438.670281,3
2022-05-13,TbTbLg,-1438.526036,8
2022-05-13,DgTbO,-1433.864173,8
2022-05-13,YKY,-1432.073937,21
2022-05-13,DgTbO,-1427.268303,12
2022-05-13,YKY,-1426.623325,16
2022-05-13,YKY,-1420.223454,166
2022-05-13,TbTbLg,-1419.256733,16
2022-05-13,DgTbO,-1415.366113,33
2022-05-13,YKY,-1413.733496,8
2022-05-13,TbTbLg,-1411.68984,8
2022-05-13,DgTbO,-1410.35604,153
2022-05-13,YKY,-1408.229231,19
2022-05-13,DgTbO,-1403.821162,1
2022-05-13,TbTbLg,-1403.532127,13
2022-05-13,YKY,-1403.442227,13
2022-05-13,DgTbO,-1397.007464,20
2022-05-13,YKY,-1396.851222,21
2022-05-13,RRO,-1395.356916,10
2022-05-13,TbTbLg,-1395.095043,21
2022-05-13,DgTbO,-1391.695379,153
2022-05-13,YKY,-1389.580137,10
2022-05-13,TbTbLg,-1388.255716,5
2022-05-13,RRO,-1386.335353,97
2022-05-13,DgTbO,-1386.203123,7
2022-05-13,TbTbLg,-1384.852632,NA
2022-05-13,YKY,-1382.829196,21
2022-05-13,TbTbLg,-1380.873914,16
2022-05-13,DgTbO,-1380.182322,33
2022-05-13,YKY,-1376.873629,13
2022-05-13,DgTbO,-1374.684314,153
2022-05-13,YKY,-1372.168436,165
2022-05-13,DgTbO,-1368.062304,1
2022-05-13,YKY,-1365.884914,21
2022-05-13,DgTbO,-1360.952357,20
2022-05-13,TbTbLg,-1358.127501,22
2022-05-13,YKY,-1357.77118,21
2022-05-13,DgTbO,-1356.743896,15
2022-05-13,RRO,-1355.290494,12
2022-05-13,YKY,-1352.688243,16
2022-05-13,DgTbO,-1349.529392,10
2022-05-13,YKY,-1347.545276,5
2022-05-13,DgTbO,-1342.262608,7
2022-05-13,TbTbLg,-1342.017604,13
2022-05-13,RRO,-1341.90844,98
2022-05-13,RRO,-1340.449367,NA
2022-05-13,RRO,-1340.449367,NA
2022-05-13,RRO,-1339.653586,NA
2022-05-13,DgTbO,-1336.450923,153
2022-05-13,YKY,-1335.617274,13
2022-05-13,TbTbLg,-1334.822465,9
2022-05-13,YKY,-1329.314972,166
2022-05-13,DgTbO,-1328.985023,1
2022-05-13,DgTbO,-1324.391896,20
2022-05-13,YKY,-1324.094523,16
2022-05-13,TbTbLg,-1320.01006,60
2022-05-13,DgTbO,-1318.405948,33
2022-05-13,YKY,-1318.336236,166
2022-05-13,DgTbO,-1313.395875,7
2022-05-13,YKY,-1312.297902,9
2022-05-13,TbTbLg,-1312.038787,9
2022-05-13,YKY,-1306.161391,3
2022-05-13,DgTbO,-1305.893836,1
2022-05-13,YKY,-1300.010257,18
2022-05-13,DgTbO,-1298.295952,20
2022-05-13,TbTbLg,-1297.853792,3
2022-05-13,YKY,-1295.789654,166
2022-05-13,DgTbO,-1293.677971,7
2022-05-13,TbTbLg,-1292.830837,9
2022-05-13,YKY,-1289.528823,8
2022-05-13,DgTbO,-1288.336798,153
2022-05-13,TbTbLg,-1285.403111,8
2022-05-13,YKY,-1283.981716,3
2022-05-13,DgTbO,-1281.610231,154
2022-05-13,YKY,-1278.51725,166
2022-05-13,TbTbLg,-1277.332925,3
2022-05-13,DgTbO,-1276.748282,10
2022-05-13,YKY,-1272.540046,9
2022-05-13,TbTbLg,-1270.919593,9
2022-05-13,DgTbO,-1269.066724,8
2022-05-13,YKY,-1267.161128,8
2022-05-13,TbTbLg,-1264.066859,60
2022-05-13,DgTbO,-1263.289751,33
2022-05-13,YKY,-1261.844311,166
2022-05-13,DgTbO,-1257.99754,32
2022-05-13,TbTbLg,-1256.856416,9
2022-05-13,YKY,-1254.99637,9
2022-05-13,DgTbO,-1251.889608,8
2022-05-13,TbTbLg,-1249.35659,3
2022-05-13,YKY,-1248.641127,3
2022-05-13,DgTbO,-1244.326576,12
2022-05-13,TbTbLg,-1242.893139,8
2022-05-13,YKY,-1242.395299,166
2022-05-13,DgTbO,-1238.985219,33
2022-05-13,YKY,-1234.558402,21
2022-05-13,TbTbLg,-1234.551964,13
2022-05-13,DgTbO,-1233.138067,8
2022-05-13,YKY,-1229.15487,8
2022-05-13,TbTbLg,-1227.538098,5
2022-05-13,DgTbO,-1226.33388,153
2022-05-13,YKY,-1221.581982,9
2022-05-13,TbTbLg,-1220.659455,16
2022-05-13,DgTbO,-1219.207656,33
2022-05-13,YKY,-1214.851514,27
2022-05-13,TbTbLg,-1213.850029,17
2022-05-13,DgTbO,-1212.514793,33
2022-05-13,TbTbLg,-1211.035046,NA
2022-05-13,YKY,-1209.833569,19
2022-05-13,TbTbLg,-1207.482487,10
2022-05-13,DgTbO,-1205.997341,153
2022-05-13,YKY,-1205.144284,10
2022-05-13,TbTbLg,-1200.97972,13
2022-05-13,DgTbO,-1199.296913,7
2022-05-13,YKY,-1197.586761,21
2022-05-13,DgTbO,-1194.243275,1
2022-05-13,TbTbLg,-1194.178157,21
2022-05-13,YKY,-1190.564292,13
2022-05-13,DgTbO,-1188.710414,10
2022-05-13,TbTbLg,-1188.587505,5
2022-05-13,TbTbLg,-1182.597391,16
2022-05-13,DgTbO,-1180.746576,10
2022-05-13,YKY,-1178.140706,16
2022-05-13,TbTbLg,-1176.023857,5
2022-05-13,YKY,-1174.222098,5
2022-05-13,DgTbO,-1172.721747,7
2022-05-13,TbTbLg,-1167.21876,13
2022-05-13,YKY,-1167.064872,165
2022-05-13,DgTbO,-1166.300141,20
2022-05-13,LbOW,-1163.036983,NA
2022-05-13,LbOW,-1161.592741,10
2022-05-13,DgTbO,-1160.878197,153
2022-05-13,YKY,-1160.483508,21
2022-05-13,TbTbLg,-1160.259935,10
2022-05-13,YKY,-1155.710417,13
2022-05-13,DgTbO,-1154.671594,33
2022-05-13,TbTbLg,-1153.090359,61
2022-05-13,YKY,-1149.933904,10
2022-05-13,RRO,-1149.449367,NA
2022-05-13,RRO,-1149.342303,NA
2022-05-13,LbOW,-1148.784429,10
2022-05-13,TbTbLg,-1148.608404,10
2022-05-13,DgTbO,-1148.5427,153
2022-05-13,DgTbO,-1141.641869,33
2022-05-13,LbOW,-1140.45029,3
2022-05-13,YKY,-1140.323581,166
2022-05-13,TbTbLg,-1139.050951,3
2022-05-13,DgTbO,-1136.169999,1
2022-05-13,YKY,-1132.835928,3
2022-05-13,TbTbLg,-1131.711803,9
2022-05-13,LbOW,-1130.58245,8
2022-05-13,DgTbO,-1129.302624,20
2022-05-13,YKY,-1127.424699,8
2022-05-13,TbTbLg,-1125.170117,60
2022-05-13,DgTbO,-1123.631743,7
2022-05-13,LbOW,-1122.382114,9
2022-05-13,YKY,-1121.809214,9
2022-05-13,DgTbO,-1118.534539,33
2022-05-13,TbTbLg,-1116.498693,8
2022-05-13,YKY,-1116.187181,3
2022-05-13,DgTbO,-1112.0258,153
2022-05-13,YKY,-1111.02381,166
2022-05-13,LbOW,-1108.297652,13
2022-05-13,TbTbLg,-1108.173244,9
2022-05-13,DgTbO,-1104.889715,1
2022-05-13,LbOW,-1101.513532,29
2022-05-13,TbTbLg,-1100.333754,3
2022-05-13,DgTbO,-1096.57735,10
2022-05-13,LbOW,-1094.395915,10
2022-05-13,TbTbLg,-1093.274261,10
2022-05-13,YKY,-1088.671948,35
2022-05-13,LbOW,-1088.461525,5
2022-05-13,DgTbO,-1088.378257,33
2022-05-13,TbTbLg,-1085.953734,16
2022-05-13,DgTbO,-1082.427162,10
2022-05-13,LbOW,-1082.097696,16
2022-05-13,TbTbLg,-1079.429316,13
2022-05-13,LbOW,-1077.08612,13
2022-05-13,DgTbO,-1076.258238,1
2022-05-13,TbTbLg,-1070.645871,61
2022-05-13,YKY,-1070.572681,35
2022-05-13,LbOW,-1069.768336,10
2022-05-13,DgTbO,-1069.55781,7
2022-05-13,TbTbLg,-1063.915075,22
2022-05-13,YKY,-1063.481764,NA
2022-05-13,DgTbO,-1063.269284,153
2022-05-13,LbOW,-1062.325965,21
2022-05-13,TbTbLg,-1057.531807,16
2022-05-13,DgTbO,-1055.686439,33
2022-05-13,LbOW,-1055.249023,5
2022-05-13,TbTbLg,-1051.595182,22
2022-05-13,LbOW,-1049.533913,8
2022-05-13,DgTbO,-1049.029577,8
2022-05-13,TbTbLg,-1044.810897,13
2022-05-13,DgTbO,-1043.01749,10
2022-05-13,LbOW,-1041.397552,10
2022-05-13,TbTbLg,-1039.007945,21
2022-05-13,DgTbO,-1036.273497,10
2022-05-13,YKY,-1034.510825,13
2022-05-13,LbOW,-1033.014474,13
2022-05-13,TbTbLg,-1031.767601,5
2022-05-13,DgTbO,-1029.764758,153
2022-05-13,YKY,-1026.78287,13
2022-05-13,LbOW,-1025.663856,9
2022-05-13,TbTbLg,-1024.910996,13
2022-05-13,DgTbO,-1022.463122,1
2022-05-13,YKY,-1017.828759,3
2022-05-13,LbOW,-1017.024932,3
2022-05-13,TbTbLg,-1016.882792,3
2022-05-13,DgTbO,-1014.943656,20
2022-05-13,YKY,-1008.25003,8
2022-05-13,TbTbLg,-1008.069832,9
2022-05-13,DgTbO,-1007.868562,153
2022-05-13,LbOW,-1007.536287,8
2022-05-13,YKY,-1002.523904,3
2022-05-13,DgTbO,-1000.619204,33
2022-05-13,TbTbLg,-1000.208305,60
2022-05-13,LbOW,-997.2207587,29
2022-05-13,YKY,-995.5210183,8
2022-05-13,DgTbO,-994.2150248,7
2022-05-13,TbTbLg,-992.8956416,8
2022-05-13,RRO,-992.7192627,12
2022-05-13,LbOW,-990.986757,10
2022-05-13,DgTbO,-988.6473035,153
2022-05-13,TbTbLg,-985.0183884,9
2022-05-13,RRO,-982.6577439,8
2022-05-13,LbOW,-981.5464354,9
2022-05-13,DgTbO,-981.1888297,8
2022-05-13,TbTbLg,-976.7307029,3
2022-05-13,DgTbO,-974.0788828,33
2022-05-13,LbOW,-974.0085103,3
2022-05-13,RRO,-972.1494307,3
2022-05-13,TbTbLg,-970.1036793,60
2022-05-13,DgTbO,-968.2062066,33
2022-05-13,LbOW,-965.6482742,3
2022-05-13,RRO,-964.8658875,9
2022-05-13,TbTbLg,-963.0740864,10
2022-05-13,DgTbO,-962.8388937,20
2022-05-13,LbOW,-957.1692453,8
2022-05-13,DgTbO,-957.0010696,10
2022-05-13,TbTbLg,-955.0002562,8
2022-05-13,YKY,-950.9915793,8
2022-05-13,LbOW,-949.3083601,9
2022-05-13,DgTbO,-948.8368297,7
2022-05-13,TbTbLg,-947.6234967,3
2022-05-13,DgTbO,-942.3716518,20
2022-05-13,LbOW,-940.7548487,8
2022-05-13,TbTbLg,-940.4079334,60
2022-05-13,DgTbO,-936.1765878,1
2022-05-13,TbTbLg,-932.5055387,9
2022-05-13,LbOW,-931.9469039,8
2022-05-13,DgTbO,-930.7308563,8
2022-05-13,DgTbO,-924.5183665,8
2022-05-13,TbTbLg,-923.6375375,8
2022-05-13,LbOW,-922.2115558,9
2022-05-13,DgTbO,-917.0686059,153
2022-05-13,TbTbLg,-915.153275,3
2022-05-13,YKY,-915.1026833,NA
2022-05-13,LbOW,-911.1148168,10
2022-05-13,DgTbO,-909.7582561,10
2022-05-13,TbTbLg,-907.6927651,16
2022-05-13,YKY,-907.5381543,16
2022-05-13,DgTbO,-901.6637215,20
2022-05-13,LbOW,-900.7627333,13
2022-05-13,TbTbLg,-899.3579011,13
2022-05-13,DgTbO,-895.6167724,33
2022-05-13,YKY,-895.5160183,167
2022-05-13,TbTbLg,-891.0481785,13
2022-05-13,LbOW,-890.913184,13
2022-05-13,DgTbO,-887.4263923,33
2022-05-13,TbTbLg,-883.2951824,5
2022-05-13,LbOW,-882.5986287,5
2022-05-13,YKY,-880.6864763,35
2022-05-13,DgTbO,-876.1515506,33
2022-05-13,LbOW,-873.489156,29
2022-05-13,TbTbLg,-873.4836117,16
2022-05-13,DgTbO,-865.3468975,10
2022-05-13,LbOW,-864.7314612,10
2022-05-13,TbTbLg,-864.2287674,16
2022-05-13,YKY,-863.9574883,30
2022-05-13,TbTbLg,-855.7932356,20
2022-05-13,LbOW,-854.6808936,10
2022-05-13,RRO,-852.505355,12
2022-05-13,YKY,-851.9502343,167
2022-05-13,TbTbLg,-850.0295985,10
2022-05-13,DgTbO,-848.4262447,10
2022-05-13,LbOW,-846.3617715,10
2022-05-13,TbTbLg,-840.2416171,13
2022-05-13,DgTbO,-837.8310296,10
2022-05-13,LbOW,-836.9279409,29
2022-05-13,YKY,-835.2239743,167
2022-05-13,TbTbLg,-830.7996111,10
2022-05-13,DgTbO,-828.8826044,153
2022-05-13,RRO,-828.4227982,97
2022-05-13,LbOW,-828.2935889,21
2022-05-13,TbTbLg,-821.1584284,22
2022-05-13,DgTbO,-821.1278828,7
2022-05-13,LbOW,-819.9516239,8
2022-05-13,YKY,-812.5891343,22
2022-05-13,TbTbLg,-812.3701056,16
2022-05-13,DgTbO,-811.7176595,20
2022-05-13,LbOW,-811.5593971,5
2022-05-13,TbTbLg,-804.4677109,13
2022-05-13,DgTbO,-803.6666902,1
2022-05-13,LbOW,-803.4778301,9
2022-05-13,YKY,-802.0560913,167
2022-05-13,DgTbO,-796.4086193,20
2022-05-13,LbOW,-793.7333492,5
2022-05-13,TbTbLg,-792.9655782,5
2022-05-13,DgTbO,-788.5406272,33
2022-05-13,YKY,-785.5167933,167
2022-05-13,TbTbLg,-785.3556697,13
2022-05-13,LbOW,-783.5704512,13
2022-05-13,DgTbO,-780.0452861,153
2022-05-13,TbTbLg,-777.0503431,16
2022-05-13,LbOW,-776.4555139,29
2022-05-13,YKY,-770.2303833,35
2022-05-13,DgTbO,-767.9601195,153
2022-05-13,TbTbLg,-767.9562275,8
2022-05-13,LbOW,-767.309502,9
2022-05-13,RRO,-759.7433365,NA
2022-05-13,DgTbO,-757.4868889,153
2022-05-13,TbTbLg,-756.0923932,3
2022-05-13,LbOW,-755.4176451,9
2022-05-13,YKY,-755.0710333,35
2022-05-13,TbTbLg,-753.5447555,NA
2022-05-13,RRO,-752.7220705,12
2022-05-13,TbTbLg,-747.2700182,60
2022-05-13,DgTbO,-746.5488337,15
2022-05-13,LbOW,-746.1759039,9
2022-05-13,TbTbLg,-738.4540094,9
2022-05-13,LbOW,-738.4049864,8
2022-05-13,DgTbO,-738.3440447,153
2022-05-13,YKY,-735.9989293,167
2022-05-13,TbTbLg,-728.2036033,8
2022-05-13,RRO,-726.5338177,12
2022-05-13,DgTbO,-725.8489764,1
2022-05-13,YKY,-716.0088783,30
2022-05-13,TbTbLg,-715.1367178,60
2022-05-13,DgTbO,-714.7226325,33
2022-05-13,RRO,-710.1975388,12
2022-05-13,TbTbLg,-705.6711199,9
2022-05-13,DgTbO,-705.6244661,20
2022-05-13,YKY,-702.1337113,167
2022-05-13,DgTbO,-697.0523237,8
2022-05-13,TbTbLg,-696.2668772,3
2022-05-13,RRO,-694.7965241,3
2022-05-13,TbTbLg,-686.8327343,8
2022-05-13,DgTbO,-685.9865975,33
2022-05-13,LbOW,-685.6167302,8
2022-05-13,RRO,-682.3025356,12
2022-05-13,YKY,-681.8708743,35
2022-05-13,TbTbLg,-680.1176646,60
2022-05-13,LbOW,-678.3940359,3
2022-05-13,DgTbO,-677.6045276,33
2022-05-13,TbTbLg,-671.8708467,9
2022-05-13,LbOW,-670.3832662,9
2022-05-13,DgTbO,-668.8565053,8
2022-05-13,YKY,-666.5961693,167
2022-05-13,TbTbLg,-664.6446769,3
2022-05-13,LbOW,-664.3621165,3
2022-05-13,DgTbO,-656.9804542,8
2022-05-13,TbTbLg,-656.0518835,8
2022-05-13,LbOW,-655.8258607,3
2022-05-13,TbTbLg,-647.268824,9
2022-05-13,DgTbO,-644.6077574,20
2022-05-13,TbTbLg,-638.5738105,60
2022-05-13,DgTbO,-637.3583997,33
2022-05-13,RRO,-636.5851521,9
2022-05-13,DgTbO,-631.1459099,153
2022-05-13,TbTbLg,-627.9208904,3
2022-05-13,RRO,-622.3219711,12
2022-05-13,DgTbO,-622.0057943,1
2022-05-13,TbTbLg,-619.4366278,9
2022-05-13,LbOW,-619.2581918,9
2022-05-13,DgTbO,-612.9344039,33
2022-05-13,TbTbLg,-610.9067391,16
2022-05-13,LbOW,-609.4120562,13
2022-05-13,YKY,-608.3903543,35
2022-05-13,DgTbO,-605.1893762,20
